Loading projection matrices.
Loading images.
Loading silhouettes.
Creating camera objects.
Creating voxel grid.
Processing voxels.
Creating PLY file.
Determining point colors.
Done.
         10027682 function calls (10003032 primitive calls) in 11.618 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.006    0.006 compiler.py:210(_rebuild)
        1    0.000    0.000    0.006    0.006 union.py:1(<module>)
       16    0.000    0.000    0.005    0.000 Image.py:343(preinit)
       72    0.002    0.000    0.005    0.000 __init__.py:328(namedtuple)
85815/85170    0.005    0.000    0.005    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.005    0.005 feedparser.py:1(<module>)
        1    0.000    0.000    0.005    0.005 error_functions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _misc.py:1(<module>)
    12336    0.003    0.000    0.005    0.000 numbers.py:1228(_as_mpf_op)
        9    0.000    0.000    0.005    0.001 typeconv.py:96(promote_unsafe)
        7    0.000    0.000    0.005    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.005    0.005 codegen.py:1158(unserialize_library)
        1    0.000    0.000    0.005    0.005 codegen.py:926(_unserialize)
    93973    0.005    0.000    0.005    0.000 {built-in method unicodedata.east_asian_width}
5354/5221    0.004    0.000    0.005    0.000 {method 'format' of 'str' objects}
        8    0.000    0.000    0.005    0.001 repmatrix.py:328(__new__)
        1    0.000    0.000    0.005    0.005 typedlist.py:1(<module>)
       85    0.005    0.000    0.005    0.000 utils.py:83(groupby)
        1    0.000    0.000    0.005    0.005 specifiers.py:299(Specifier)
        2    0.000    0.000    0.005    0.003 analysis.py:1(<module>)
        1    0.000    0.000    0.005    0.005 gmpy.py:1(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:1(<module>)
        1    0.000    0.000    0.005    0.005 secrets.py:1(<module>)
     1899    0.002    0.000    0.005    0.000 abstract.py:48(_intern)
     1023    0.005    0.000    0.005    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.005    0.005 typeof.py:1(<module>)
     2647    0.001    0.000    0.005    0.000 castgraph.py:39(insert)
     7007    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      103    0.001    0.000    0.005    0.000 std.py:583(_decr_instances)
        1    0.000    0.000    0.005    0.005 py3k.py:1(<module>)
       24    0.000    0.000    0.005    0.000 matrices.py:926(_handle_creation_inputs)
        1    0.000    0.000    0.005    0.005 randomimpl.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pretty.py:1(<module>)
        1    0.000    0.000    0.004    0.004 symbol.py:1(<module>)
        1    0.000    0.000    0.004    0.004 pythonmpq.py:1(<module>)
     1245    0.002    0.000    0.004    0.000 ntpath.py:77(join)
       48    0.000    0.000    0.004    0.000 reductions.py:54(cross_cancel)
     1571    0.004    0.000    0.004    0.000 functions.py:245(__init__)
    27452    0.004    0.000    0.004    0.000 assumptions.py:469(as_property)
        1    0.000    0.000    0.004    0.004 numpy_support.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _policybase.py:1(<module>)
        2    0.000    0.000    0.004    0.002 matrices.py:1(<module>)
        8    0.000    0.000    0.004    0.001 matrices.py:909(_handle_ndarray)
        8    0.000    0.000    0.004    0.001 matrices.py:917(<listcomp>)
       98    0.000    0.000    0.004    0.000 assumptions.py:461(copy)
        2    0.000    0.000    0.004    0.002 shape_base.py:1(<module>)
    41/33    0.000    0.000    0.004    0.000 decorators.py:99(binary_op_wrapper)
      284    0.000    0.000    0.004    0.000 function_base.py:475(add_newdoc)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:1(<module>)
      480    0.003    0.000    0.004    0.000 sre_compile.py:276(_optimize_charset)
       32    0.000    0.000    0.004    0.000 numbers.py:1750(__truediv__)
        3    0.000    0.000    0.004    0.001 eigen.py:1(<module>)
        1    0.000    0.000    0.004    0.004 subprocess.py:753(__init__)
  367/340    0.000    0.000    0.004    0.000 cache.py:67(wrapper)
        1    0.000    0.000    0.004    0.004 typeddict.py:1(<module>)
        1    0.000    0.000    0.004    0.004 codegen.py:668(_optimize_final_module)
      245    0.000    0.000    0.004    0.000 templates.py:1282(decorator)
    29816    0.004    0.000    0.004    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.004    0.004 subprocess.py:1349(_execute_child)
        2    0.000    0.000    0.004    0.002 passmanagers.py:203(run)
      970    0.001    0.000    0.004    0.000 __init__.py:2087(dist_factory)
        3    0.000    0.000    0.004    0.001 typeconv.py:110(unsafe_unsafe)
        1    0.000    0.000    0.004    0.004 lowering.py:1(<module>)
    16154    0.004    0.000    0.004    0.000 sre_parse.py:233(__next)
        1    0.004    0.004    0.004    0.004 {built-in method _winapi.CreateProcess}
      512    0.001    0.000    0.004    0.000 PngImagePlugin.py:915(load_read)
  234/221    0.000    0.000    0.004    0.000 typing.py:306(inner)
      245    0.000    0.000    0.004    0.000 templates.py:1260(decorate)
        1    0.000    0.000    0.004    0.004 randomdecl.py:1(<module>)
       25    0.000    0.000    0.004    0.000 decorators.py:224(_func)
        2    0.000    0.000    0.004    0.002 errors.py:1(<module>)
        4    0.000    0.000    0.004    0.001 version.py:1(<module>)
        1    0.000    0.000    0.004    0.004 codegen.py:724(add_ir_module)
    41985    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
     1368    0.001    0.000    0.003    0.000 base.py:376(insert_func_defn)
       24    0.000    0.000    0.003    0.000 expr.py:255(__rtruediv__)
     7904    0.003    0.000    0.003    0.000 numeric.py:1858(isscalar)
    23260    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.003    0.003 functools.py:1(<module>)
        5    0.000    0.000    0.003    0.001 transforms.py:1(<module>)
      791    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      171    0.000    0.000    0.003    0.000 entrypoints.py:10(init_all)
      560    0.002    0.000    0.003    0.000 version.py:261(__init__)
    27/18    0.000    0.000    0.003    0.000 power.py:280(__new__)
        1    0.000    0.000    0.003    0.003 ElementTree.py:1(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:649(<genexpr>)
      215    0.000    0.000    0.003    0.000 genericpath.py:39(isdir)
       27    0.000    0.000    0.003    0.000 singleton.py:171(__init__)
    10398    0.002    0.000    0.003    0.000 {method 'add' of 'set' objects}
    12295    0.002    0.000    0.003    0.000 conflict.py:15(<genexpr>)
       11    0.000    0.000    0.003    0.000 castgraph.py:128(safe)
       34    0.000    0.000    0.003    0.000 __init__.py:2856(get_entry_map)
        9    0.000    0.000    0.003    0.000 typeconv.py:84(unsafe)
      914    0.000    0.000    0.003    0.000 __init__.py:2064(<genexpr>)
    11856    0.003    0.000    0.003    0.000 {built-in method math.ldexp}
        1    0.000    0.000    0.003    0.003 arrayobj.py:1(<module>)
    15814    0.003    0.000    0.003    0.000 {built-in method math.frexp}
       89    0.000    0.000    0.003    0.000 overload_glue.py:82(inner)
        1    0.000    0.000    0.003    0.003 lapack.py:1(<module>)
        1    0.000    0.000    0.003    0.003 codegen.py:1164(__init__)
     2848    0.002    0.000    0.003    0.000 ntpath.py:124(splitdrive)
       34    0.000    0.000    0.003    0.000 __init__.py:2534(parse_map)
       40    0.000    0.000    0.003    0.000 determinant.py:20(_find_reasonable_pivot)
        1    0.000    0.000    0.003    0.003 comparison.py:1(<module>)
     1167    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
    11970    0.002    0.000    0.003    0.000 utils.py:475(sublist_iterator)
        1    0.000    0.000    0.003    0.003 limits.py:1(<module>)
    15823    0.003    0.000    0.003    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.003    0.003 interpreter.py:1(<module>)
        1    0.000    0.000    0.003    0.003 cgutils.py:1(<module>)
     1922    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:100(acquire)
       70    0.000    0.000    0.003    0.000 __init__.py:2041(_by_version)
        1    0.000    0.000    0.003    0.003 trigsimp.py:1(<module>)
       38    0.000    0.000    0.003    0.000 decorators.py:246(njit)
        1    0.000    0.000    0.003    0.003 plistlib.py:1(<module>)
       96    0.001    0.000    0.003    0.000 sympify.py:77(_convert_numpy_types)
        2    0.000    0.000    0.003    0.002 utilities.py:1(<module>)
       39    0.000    0.000    0.003    0.000 decorators.py:26(jit)
    16228    0.002    0.000    0.003    0.000 facts.py:533(<genexpr>)
     1963    0.003    0.000    0.003    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
       16    0.003    0.000    0.003    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.003    0.003 synchronize.py:1(<module>)
    14737    0.002    0.000    0.003    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.003    0.001 bessel.py:1(<module>)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
       70    0.000    0.000    0.003    0.000 __init__.py:2047(<listcomp>)
     1249    0.003    0.000    0.003    0.000 main.py:78(<lambda>)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
      110    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
       32    0.001    0.000    0.003    0.000 enum.py:180(__new__)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1167(copy)
        1    0.000    0.000    0.003    0.003 matmul.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _basic.py:1(<module>)
       74    0.003    0.000    0.003    0.000 {built-in method builtins.eval}
       82    0.000    0.000    0.003    0.000 extending.py:394(intrinsic)
      280    0.000    0.000    0.003    0.000 __init__.py:2032(try_parse)
        1    0.000    0.000    0.003    0.003 decimal.py:1(<module>)
     1114    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.003    0.003 ctx_mp.py:1(<module>)
     8715    0.002    0.000    0.003    0.000 logic.py:228(__new__)
        3    0.000    0.000    0.003    0.001 codegen.py:1088(_load_defined_symbols)
       82    0.000    0.000    0.003    0.000 extending.py:431(_intrinsic)
        1    0.000    0.000    0.003    0.003 codegen.py:1174(_init)
     1922    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:125(release)
        6    0.000    0.000    0.003    0.000 core.py:1(<module>)
        1    0.000    0.000    0.003    0.003 debuginfo.py:1(<module>)
      200    0.000    0.000    0.003    0.000 __init__.py:2771(_get_metadata)
      797    0.000    0.000    0.003    0.000 ffi.py:73(__exit__)
      408    0.000    0.000    0.003    0.000 numbers.py:1293(__mul__)
        6    0.000    0.000    0.003    0.000 codegen.py:1092(<setcomp>)
        1    0.000    0.000    0.003    0.003 fromnumeric.py:1(<module>)
      320    0.000    0.000    0.003    0.000 dylib.py:15(add_symbol)
   194/68    0.000    0.000    0.003    0.000 facts.py:308(process_rule)
      797    0.000    0.000    0.003    0.000 ffi.py:67(__enter__)
        1    0.000    0.000    0.003    0.003 _monitor.py:30(__init__)
        1    0.000    0.000    0.003    0.003 boolalg.py:1(<module>)
      471    0.001    0.000    0.003    0.000 copy.py:66(copy)
      166    0.000    0.000    0.003    0.000 templates.py:1173(make_overload_method_template)
        1    0.000    0.000    0.003    0.003 threading.py:909(start)
        1    0.000    0.000    0.003    0.003 stringpict.py:1(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
      110    0.000    0.000    0.002    0.000 <frozen zipimport>:64(__init__)
      170    0.002    0.000    0.002    0.000 templates.py:1151(make_overload_attribute_template)
        1    0.000    0.000    0.002    0.002 listobj.py:1(<module>)
     8222    0.002    0.000    0.002    0.000 sre_parse.py:164(__getitem__)
     1002    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.002    0.002 threading.py:582(wait)
     1131    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.002    0.002 threading.py:288(wait)
       25    0.000    0.000    0.002    0.000 numbers.py:624(could_extract_minus_sign)
        7    0.002    0.000    0.002    0.000 {method 'acquire' of '_thread.lock' objects}
      286    0.001    0.000    0.002    0.000 overrides.py:89(verify_matching_signatures)
        3    0.000    0.000    0.002    0.001 misc.py:1(<module>)
   158/68    0.000    0.000    0.002    0.000 facts.py:325(_process_rule)
        1    0.000    0.000    0.002    0.002 cli.py:1(<module>)
      801    0.002    0.000    0.002    0.000 ansitowin32.py:245(convert_osc)
      312    0.000    0.000    0.002    0.000 functions.py:266(augment)
      455    0.000    0.000    0.002    0.000 deprecation.py:9(wrap)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3363(copy)
    16214    0.002    0.000    0.002    0.000 inspect.py:606(getmro)
        5    0.000    0.000    0.002    0.000 _version.py:1(<module>)
       76    0.000    0.000    0.002    0.000 __init__.py:3175(split_sections)
        2    0.000    0.000    0.002    0.001 npdatetime.py:1(<module>)
        1    0.000    0.000    0.002    0.002 gamma_functions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
    61/11    0.000    0.000    0.002    0.000 pyparsing.py:3288(leaveWhitespace)
     6015    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.002    0.002 hyper.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pdb.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dictobject.py:1(<module>)
    23464    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.002    0.002 single.py:1(<module>)
       82    0.000    0.000    0.002    0.000 extending.py:349(_register)
      794    0.000    0.000    0.002    0.000 base.py:1260(exit_fn)
    19760    0.002    0.000    0.002    0.000 multiarray.py:736(dot)
      148    0.001    0.000    0.002    0.000 sre_compile.py:536(_compile_info)
     2647    0.001    0.000    0.002    0.000 castgraph.py:48(get)
        1    0.000    0.000    0.002    0.002 initialise.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty_symbology.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hyperbolic.py:1(<module>)
        1    0.000    0.000    0.002    0.002 listobject.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _csr.py:1(<module>)
       70    0.000    0.000    0.002    0.000 __init__.py:2584(from_location)
